measure,estimate,lower,upper,pooling_scale_se,target_n,estimate_per1000,lower_per1000,upper_per1000,family,scenario,covariance,years,fit_n,reference_n,events,A0,A1,source_receipt,source_receipt_sha256,formula,GH_required,GH_adjusted,interpretation
risk0,0.00509499534439131,0.00486116477822343,0.00534001321553767,0.000122113462243656,1374141,5.09499534439131,4.86116477822343,5.34001321553767,fetal,shared_core_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00815355359501298,0.00797825025915493,0.00833267645588962,9.04096239701749e-05,1374141,8.15355359501298,7.97825025915493,8.33267645588962,fetal,shared_core_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00305855825062166,0.00275576073975104,0.00336135576149229,0.000154491364769481,1374141,3.05855825062166,2.75576073975104,3.36135576149229,fetal,shared_core_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.60030638771605,1.51852943628224,1.68648725100434,0.0267620799304074,1374141,,,,fetal,shared_core_all_oe20,model,"2018,2019,2020,2021,2022,2023,2024",1374141,1374141,10108,336273,1037868,age45_revision/outputs/models/fetal_shared_core_all_oe20/receipt.json,17e0b810c85ad16927ec407e5de358e660b32b04b7511733f8917c1891c653ee,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.0026241160499346,0.00245560307580065,0.00280416052849812,8.88547979286226e-05,1360686,2.6241160499346,2.45560307580065,2.80416052849812,fetal,shared_core_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.004737432072399,0.00460319581318316,0.00487556369325742,6.94734946988611e-05,1360686,4.737432072399,4.60319581318316,4.87556369325742,fetal,shared_core_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.0021133160224644,0.00188778570531691,0.00233884633961188,0.000115068602753132,1360686,2.1133160224644,1.88778570531691,2.33884633961188,fetal,shared_core_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.80534396431022,1.67753911710121,1.94288574033573,0.037461518616171,1360686,,,,fetal,shared_core_all_oe28,HC0,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.0026241160499346,0.00245667692578601,0.00280293521505412,8.82695332509807e-05,1360686,2.6241160499346,2.45667692578601,2.80293521505412,fetal,shared_core_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.004737432072399,0.00460349890097636,0.00487524278083781,6.93143723803085e-05,1360686,4.737432072399,4.60349890097636,4.87524278083781,fetal,shared_core_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.0021133160224644,0.00188970383893849,0.00233692820599031,0.000114089945167226,1360686,2.1133160224644,1.88970383893849,2.33692820599031,fetal,shared_core_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.80534396431022,1.6785955824429,1.94166293749447,0.0371403021572594,1360686,,,,fetal,shared_core_all_oe28,model,"2018,2019,2020,2021,2022,2023,2024",1360686,1360686,5706,333678,1027008,age45_revision/outputs/models/fetal_shared_core_all_oe28/receipt.json,d82cb8cb33b03a664fbc6235f882608ae8e030b94223a567e5a81f29ebcbc60f,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00508203073742392,0.0047767088583595,0.00540676242504281,0.000160630240571125,799442,5.08203073742392,4.7767088583595,5.40676242504281,fetal,shared_core_flag_supported_oe20,HC0,"2019,2020,2021,2024",799442,799442,5872,196035,603407,age45_revision/outputs/models/fetal_shared_core_flag_supported_oe20/receipt.json,2e2b32fed0884361550196ed2b40f6c5b2cb2237ed8feac5e2064a48ab63f00e,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk1,0.00814433281728644,0.00791459584886445,0.00838068202747885,0.00011888603221535,799442,8.14433281728644,7.91459584886445,8.38068202747885,fetal,shared_core_flag_supported_oe20,HC0,"2019,2020,2021,2024",799442,799442,5872,196035,603407,age45_revision/outputs/models/fetal_shared_core_flag_supported_oe20/receipt.json,2e2b32fed0884361550196ed2b40f6c5b2cb2237ed8feac5e2064a48ab63f00e,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rd,0.00306230207986252,0.0026625451153608,0.00346205904436424,0.000203961382788128,799442,3.06230207986252,2.6625451153608,3.46205904436424,fetal,shared_core_flag_supported_oe20,HC0,"2019,2020,2021,2024",799442,799442,5872,196035,603407,age45_revision/outputs/models/fetal_shared_core_flag_supported_oe20/receipt.json,2e2b32fed0884361550196ed2b40f6c5b2cb2237ed8feac5e2064a48ab63f00e,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
rr,1.60257449001869,1.49518765367165,1.71767402556593,0.035388238301466,799442,,,,fetal,shared_core_flag_supported_oe20,HC0,"2019,2020,2021,2024",799442,799442,5872,196035,603407,age45_revision/outputs/models/fetal_shared_core_flag_supported_oe20/receipt.json,2e2b32fed0884361550196ed2b40f6c5b2cb2237ed8feac5e2064a48ab63f00e,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
risk0,0.00508203073742392,0.00477876978627686,0.00540443213505965,0.000159512099119237,799442,5.08203073742392,4.77876978627686,5.40443213505965,fetal,shared_core_flag_supported_oe20,model,"2019,2020,2021,2024",799442,799442,5872,196035,603407,age45_revision/outputs/models/fetal_shared_core_flag_supported_oe20/receipt.json,2e2b32fed0884361550196ed2b40f6c5b2cb2237ed8feac5e2064a48ab63f00e,"Y ~ A * splines::ns(age, knots = c(21, 27, 35), Boundary.knots = c(15, 45), intercept = FALSE) + year_factor + race_ethnicity + prepreg_diabetes + prior_living4 + prepreg_dose5",FALSE,FALSE,Exploratory retained fetal-source probability ratio; not population fetal-mortality RR
